REGIAO:;SE;;;;;;;;;;;;;;;;;
UF:;SP;;;;;;;;;;;;;;;;;
ESTACAO:;LINS;;;;;;;;;;;;;;;;;
CODIGO (WMO):;A727;;;;;;;;;;;;;;;;;
LATITUDE:;-21,66611111;;;;;;;;;;;;;;;;;
LONGITUDE:;-49,73472221;;;;;;;;;;;;;;;;;
ALTITUDE:;460,65;;;;;;;;;;;;;;;;;
DATA DE FUNDACAO:;20/09/2006;;;;;;;;;;;;;;;;;
Data;Hora UTC;PRECIPITAÇÃO TOTAL, HORÁRIO (mm);PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB);PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB);PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB);RADIACAO GLOBAL (Kj/m²);TEMPERATURA DO AR - BULBO SECO, HORARIA (°C);TEMPERATURA DO PONTO DE ORVALHO (°C);TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C);TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C);TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C);UMIDADE REL. MAX. NA HORA ANT. (AUT) (%);UMIDADE REL. MIN. NA HORA ANT. (AUT) (%);UMIDADE RELATIVA DO AR, HORARIA (%);VENTO, DIREÇÃO HORARIA (gr) (° (gr));VENTO, RAJADA MAXIMA (m/s);VENTO, VELOCIDADE HORARIA (m/s)
11/03/2024;0100 UTC;0;961,9;961,9;960,9;;25,6;22,1;25,6;25,1;22,2;22,1;84;81;81;174;2,4;1
11/03/2024;0200 UTC;0;962,5;962,5;961,9;;24,9;22,1;25,7;24,9;22,2;22;84;81;84;23;1,8;0,2
11/03/2024;0300 UTC;0;962,6;962,6;962,5;;24,9;21,9;24,9;24,7;22,1;21,9;85;83;83;132;2,7;1,1
11/03/2024;0400 UTC;0;962,4;962,6;962,2;;24,7;21,3;25;24,7;21,9;21,3;83;81;82;147;4,3;2
11/03/2024;0500 UTC;0;962,3;962,4;962,1;;24,1;21;24,7;24;21,3;21;83;82;83;147;7;3,2
11/03/2024;0600 UTC;0;961,9;962,3;961,9;;23,7;20,6;24,1;23,7;21;20,6;83;82;83;146;6,3;3,4
11/03/2024;0700 UTC;0;962;962;961,9;;23,3;20,2;23,7;23,3;20,6;20,2;83;83;83;140;6,8;3
11/03/2024;0800 UTC;0;962,5;962,5;962;;22,9;20;23,3;22,9;20,2;20;84;83;84;143;7;2,4
11/03/2024;0900 UTC;0;963,2;963,2;962,5;;22,8;19,6;23;22,8;20;19,6;84;81;82;125;5,7;2,2
11/03/2024;1000 UTC;0;963,7;963,7;963,2;165,7;22,9;19,4;22,9;22,8;19,7;19,4;82;80;80;139;6,8;2,7
11/03/2024;1100 UTC;0,2;963,9;963,9;963,6;1116,4;24,4;18,7;24,5;22,9;19,3;18,7;80;71;71;137;8,5;4,3
11/03/2024;1200 UTC;0;964,2;964,2;963,9;2044,1;26,2;17,3;26,6;24,3;19,1;17,3;71;58;58;131;8,9;4,3
11/03/2024;1300 UTC;0;964;964,2;963,9;2740,7;27,8;17,9;27,9;26,2;18,3;17,2;59;55;55;142;10,4;4,5
11/03/2024;1400 UTC;0;963,8;964;963,8;3309,5;29,3;17,8;30,2;27,5;18,8;17,6;56;49;50;153;9,1;4,2
11/03/2024;1500 UTC;0;962,9;963,8;962,9;3597,5;30,9;18,1;31,7;29,2;19,3;17,9;52;45;47;139;7,8;2,3
11/03/2024;1600 UTC;0;962,1;962,9;962,1;3507,1;32;17,9;32,3;30,7;19,2;17,7;48;42;43;129;6,3;2,4
11/03/2024;1700 UTC;0;961,6;962,2;961,6;3216,4;32,2;18;33;31,7;18,8;17,5;45;40;43;127;6;2,4
11/03/2024;1800 UTC;0;960,9;961,6;960,9;2608,8;32,9;17,6;33,4;31,5;18,8;17,2;46;39;40;136;6,1;1,9
11/03/2024;1900 UTC;0;960,3;960,9;960,3;1730,7;32,4;17,7;33,2;32;18,3;17,2;43;39;42;137;5;2,3
11/03/2024;2000 UTC;0;960,3;960,4;960,2;264,4;31,8;18,4;32,6;31,7;18,6;17,3;45;41;45;137;5,4;2,1
11/03/2024;2100 UTC;0;960,6;960,6;960,3;103;30,7;18,6;31,9;30,7;18,6;17,7;48;43;48;130;5,4;1,4
11/03/2024;2200 UTC;0;961;961;960,6;1,8;29,2;18,2;30,7;29,2;18,6;18,1;52;48;52;146;3,6;1,7
11/03/2024;2300 UTC;0;961,7;961,7;961;;28,3;17,8;29,2;28,3;18,2;17,7;53;52;53;148;4,2;2,3
12/03/2024;0000 UTC;0;962,4;962,4;961,7;;27,3;18,1;28,3;27,2;18,1;17,7;58;52;57;145;4,8;2,1
12/03/2024;0100 UTC;0;963,1;963,1;962,4;;26,4;18,3;27,3;26,3;18,3;18,1;62;57;61;142;4,6;1,8
12/03/2024;0200 UTC;0;963,4;963,4;963,1;;25,2;18,3;26,6;25,2;18,3;18;65;60;65;127;6,8;2,1
12/03/2024;0300 UTC;0;963,4;963,6;963,3;;24;18;25,2;23,8;18,4;18;71;65;69;135;7;2,9
12/03/2024;0400 UTC;0;963,1;963,4;963,1;;23,1;17,7;24;23,1;17,9;17,6;71;68;71;139;8,1;3,2
12/03/2024;0500 UTC;0;963,1;963,2;963;;22,3;17,8;23,1;22,3;17,8;17,7;76;71;76;133;7,6;2,9
12/03/2024;0600 UTC;0;962,8;963,1;962,8;;21,6;17,7;22,3;21,6;17,8;17,7;79;76;79;146;7,2;3,2
12/03/2024;0700 UTC;0;962,9;963;962,8;;21,3;17,2;21,6;21,2;17,8;17,2;79;77;78;142;7,2;2,9
12/03/2024;0800 UTC;0;962,9;963;962,9;;21;16,1;21,3;21;17,2;16,1;78;74;74;149;7,7;3,5
12/03/2024;0900 UTC;0;963,5;963,5;962,9;;20,4;16,1;21;20,4;16,2;16;76;74;76;150;7,7;2,4
12/03/2024;1000 UTC;0;964,2;964,2;963,5;90,8;21;16,1;21;20,4;16,3;16,1;76;74;74;151;7,2;3,4
12/03/2024;1100 UTC;0;964,5;964,5;964,2;1185,8;23;16,4;23;21;16,5;16;74;66;67;142;7,6;3,4
12/03/2024;1200 UTC;0,2;964,5;964,6;964,4;2106;25,4;16,6;25,4;23;16,7;15,9;67;58;58;143;7,6;3,2
12/03/2024;1300 UTC;0;964,4;964,5;964,3;2835,3;27,4;17,3;27,6;25,2;17,8;16,3;59;54;54;144;6,3;2,8
12/03/2024;1400 UTC;0;964,1;964,5;964,1;3343,3;29,1;18,2;29,6;26,8;19,1;17,1;56;51;52;147;6,5;2,3
12/03/2024;1500 UTC;0;963,3;964,1;963,3;3569,1;31;18,8;31,1;29;19,1;17,9;53;47;48;168;5,1;2,2
12/03/2024;1600 UTC;0;962,1;963,3;962,1;3545,9;32,9;18,4;33,7;31;19,1;17,6;49;40;42;159;5;1,1
12/03/2024;1700 UTC;0,2;961,1;962,1;961,1;2529,4;33,2;17,3;34,1;32,2;18,7;17,3;44;38;39;8;3,5;1,2
12/03/2024;1800 UTC;0;960,2;961,1;960,2;2172,4;34,3;17,1;34,7;32,7;18,4;16,1;42;34;36;12;3,7;1,1
12/03/2024;1900 UTC;0,2;959,7;960,2;959,7;2147,3;33,9;17,6;35,2;33,8;17,9;16,5;38;34;38;338;3,7;0,6
12/03/2024;2000 UTC;0,2;959,4;959,7;959,4;338,5;33,2;17,8;34;33,1;18,2;17,6;41;38;40;152;3,9;1,6
12/03/2024;2100 UTC;0;959,7;959,7;959,3;115,7;31,8;19;33,2;31,8;19,1;17,7;47;40;47;166;3,4;1,4
12/03/2024;2200 UTC;0,2;959,9;959,9;959,6;1,8;30,5;19,3;31,8;30,5;19,4;19,1;52;47;51;177;2,3;1,2
12/03/2024;2300 UTC;0;960,5;960,5;959,9;;29,4;19,3;30,5;29,2;19,5;19,2;55;51;55;180;2,2;1,2
13/03/2024;0000 UTC;0;961,2;961,2;960,5;;29;19,2;29,5;28,8;19,4;19,1;57;54;56;167;2,9;1,4
13/03/2024;0100 UTC;0;961,8;961,8;961,2;;27,7;19,3;29;27,7;19,3;19;61;56;61;188;2,8;1,4
13/03/2024;0200 UTC;0,2;961,9;961,9;961,7;;27,3;19;27,7;27,3;19,5;19;62;60;60;164;3;1,7
13/03/2024;0300 UTC;0;962;962,1;961,9;;26,6;19,3;27,4;26,6;19,3;18,9;64;60;64;149;6,3;3
13/03/2024;0400 UTC;0;961,9;962,1;961,9;;24,9;20;26,6;24,9;20;19,3;75;64;75;143;6,3;2,7
13/03/2024;0500 UTC;0;961,3;961,9;961,3;;24,1;19,9;24,8;24,1;20,1;19,8;77;75;77;147;7;2,9
13/03/2024;0600 UTC;0;961,3;961,3;961,2;;23,4;19,6;24,1;23,4;19,9;19,6;79;77;79;150;5,9;2,9
13/03/2024;0700 UTC;0;961,7;961,7;961,2;;23;19,4;23,4;23;19,6;19,4;80;79;80;155;5,8;1,3
13/03/2024;0800 UTC;0;961,7;961,8;961,6;;22,6;19,2;23;22,6;19,4;19,2;81;80;81;154;4,9;1,9
13/03/2024;0900 UTC;0;962,1;962,1;961,7;;22,3;18,9;22,7;22,3;19,2;18,9;81;81;81;166;4,9;2,4
13/03/2024;1000 UTC;0;962,9;963;962,1;102,4;22,9;19,1;22,9;22,3;19,1;18,9;81;79;79;148;6,8;2,7
13/03/2024;1100 UTC;0;963,4;963,4;962,9;1104,2;25;19,4;25;22,9;19,5;19;79;71;71;145;5,7;2,8
13/03/2024;1200 UTC;0;963,7;963,7;963,4;2029,9;27;20;27;25;20;19,1;71;65;66;139;5,8;2,6
13/03/2024;1300 UTC;0;963,5;963,7;963,5;2730,3;29,4;20,5;29,4;27;20,5;19,6;66;58;59;116;5,4;2,2
13/03/2024;1400 UTC;0;963,1;963,5;963,1;3274,4;31,2;20,8;31,4;28,9;21,4;20;60;54;54;57;5,1;1,8
13/03/2024;1500 UTC;0;962,1;963,1;962,1;3512;32,8;21,4;33,1;31;21,8;20,4;55;50;51;359;5,8;1,9
13/03/2024;1600 UTC;0;961,1;962,1;961,1;3500,7;33,9;21,3;34,1;32,5;21,9;20,6;52;46;48;356;4,9;1,3
13/03/2024;1700 UTC;0;960,3;961,1;960,3;3114;34,3;20,5;34,7;33,4;21,2;19,4;48;43;45;37;4,9;1,3
13/03/2024;1800 UTC;0;959,9;960,3;959,9;2454,9;35,6;20,5;35,7;33,8;21,3;19,6;47;41;41;325;3,9;1
13/03/2024;1900 UTC;0;959,2;959,9;959,2;1842,4;34,4;19,4;35,7;34,4;21;19,2;44;40;41;324;4,2;0,5
13/03/2024;2000 UTC;0;959;959,2;959;503;34,4;20,6;34,7;33,9;20,6;19,4;45;41;45;76;3,3;1
13/03/2024;2100 UTC;0;959,1;959,1;958,9;215,3;33;20,9;34,5;33;20,9;20,3;49;44;49;85;2,9;0,7
13/03/2024;2200 UTC;0;959,4;959,4;959,1;5,2;31,5;20,9;33;31,5;21,5;20,9;54;49;54;95;2,2;0,5
13/03/2024;2300 UTC;0;960,2;960,2;959,4;;30,2;21,1;31,5;30,2;21,2;20,9;58;54;58;348;1,5;0
14/03/2024;0000 UTC;0;961,1;961,1;960,2;;28,9;21,6;30,2;28,9;21,6;21,1;65;58;65;358;1,1;0
14/03/2024;0100 UTC;0;961,4;961,4;961,1;;29,1;21,5;29,1;28,6;21,9;21,4;66;63;64;121;1,5;0,1
14/03/2024;0200 UTC;0;961,4;961,5;961,3;;27,8;21,9;29,5;27,8;22,1;21,3;70;62;70;186;1,8;0,2
14/03/2024;0300 UTC;0;961,2;961,4;961,2;;27,5;21,9;28,2;27,5;22,3;21,9;72;70;72;198;2,7;0
14/03/2024;0400 UTC;0;960,8;961,2;960,8;;27,9;21,4;28,1;27,2;22,1;21,4;73;68;68;99;3,8;1,4
14/03/2024;0500 UTC;0;960,5;960,8;960,4;;28;21,2;28,1;27,7;21,4;21,1;68;66;66;151;3,7;0,6
14/03/2024;0600 UTC;0;960,3;960,5;960,3;;26,9;21,5;28;26,9;21,5;21,1;72;66;72;110;2;0,3
14/03/2024;0700 UTC;0;960,8;960,9;960,3;;25,6;21,7;26,9;25,6;21,7;21,3;79;72;79;20;2,7;0,7
14/03/2024;0800 UTC;0;961,2;961,2;960,6;;25,5;22;25,9;25,4;22,1;21,7;81;79;81;113;2,4;0,2
14/03/2024;0900 UTC;0;961,7;961,7;961,2;;24,9;21,9;25,5;24,9;22;21,8;83;81;83;136;2,7;0,6
14/03/2024;1000 UTC;0;961,9;961,9;961,6;118,6;25,8;22,2;25,8;24,9;22,3;21,9;83;81;81;51;2,5;0,8
14/03/2024;1100 UTC;0;962,3;962,3;961,9;949,3;27,7;22,7;27,7;25,8;23;22,2;81;74;74;23;4,4;1,9
14/03/2024;1200 UTC;0;962,5;962,5;962,3;1966,3;29,7;22,5;30;27,7;23,3;22,4;74;65;65;357;5,5;1,9
14/03/2024;1300 UTC;0;962,8;962,9;962,5;2709,9;31,5;22,6;32,1;29,7;23,8;22,3;67;59;59;10;4,3;1,8
14/03/2024;1400 UTC;0;962,5;962,9;962,5;3205,4;32,9;22,1;33,2;31,2;23,2;21,5;60;52;53;354;4,2;1,2
14/03/2024;1500 UTC;0;961,9;962,5;961,9;3460,3;34,9;20,9;35;32,9;22,9;20,2;54;43;44;39;4,7;2,2
14/03/2024;1600 UTC;0;960,8;961,9;960,8;3479,8;35,6;19,2;36;34,4;21,8;18,5;46;37;38;359;6,1;2,2
14/03/2024;1700 UTC;0;959,7;960,8;959,7;3173,9;36,2;16,8;36,4;35,1;20,1;16,4;41;31;32;9;6,3;2,3
14/03/2024;1800 UTC;0;958,7;959,7;958,7;2697,5;36;16,2;36,7;35,8;17,7;16;33;31;31;44;6,3;1,8
14/03/2024;1900 UTC;0;958,5;958,7;958,5;1982,9;35,6;17,6;36,8;35,4;18,2;16,4;35;31;35;3;4,4;1,6
14/03/2024;2000 UTC;0;958,4;958,5;958,3;324,4;34,8;18,7;36;34,8;18,8;17,4;39;33;39;359;4,1;1,3
14/03/2024;2100 UTC;0;958,8;958,8;958,4;156,6;33,2;20;34,9;33,2;20;18,5;46;38;46;353;2,6;0,3
14/03/2024;2200 UTC;0;959;959,1;958,8;1,2;31,1;20,5;33,2;31,1;20,7;20;54;46;53;324;2,9;0,5
14/03/2024;2300 UTC;0;958,9;959;958,8;;29,8;20,9;31,1;29,7;21,1;20,4;60;53;59;25;2,9;0
15/03/2024;0000 UTC;0;959,7;959,7;958,9;;29,2;21,2;29,8;29,2;21,3;20,8;62;59;62;352;1;0,1
15/03/2024;0100 UTC;0;959,8;960,1;959,7;;28,5;21,5;29,2;28,3;21,6;21;66;62;66;121;1,1;0
15/03/2024;0200 UTC;0;960;960;959,8;;28;22,1;28,6;27,9;22,1;21,4;70;65;70;353;0,9;0
15/03/2024;0300 UTC;0;959,7;960;959,7;;27,5;22,2;28;27,2;22,2;21,7;74;70;73;79;0;0
15/03/2024;0400 UTC;0;959,4;959,8;959,4;;26,6;20,8;27,5;26,6;22,2;20,8;74;69;71;102;0;0
15/03/2024;0500 UTC;0;958,8;959,4;958,8;;26,3;20,7;27,1;26,3;21;20,5;72;68;71;242;0,6;0
15/03/2024;0600 UTC;0;958,9;958,9;958,8;;25,6;21,4;26,3;25,6;21,5;20,6;78;71;78;195;0,6;0
15/03/2024;0700 UTC;0;959,2;959,2;958,9;;25,4;20,9;26;25,4;21,4;20,9;78;75;76;192;1,4;0
15/03/2024;0800 UTC;0;959,8;959,9;959,2;;25;21,1;25,7;24,7;21,3;20,7;79;76;79;50;1,9;0,7
15/03/2024;0900 UTC;0;960,2;960,2;959,8;;24,8;21,1;25;24,6;21,2;20,9;80;79;80;84;2,2;0,2
15/03/2024;1000 UTC;0;960,5;960,5;960,2;91,9;25,9;22,2;25,9;24,6;22,2;21,1;82;80;80;91;1,7;0,2
15/03/2024;1100 UTC;0;961,3;961,3;960,5;1079,1;28,7;22,2;28,7;25,9;22,9;22,2;80;68;68;30;3,1;0,8
15/03/2024;1200 UTC;0;961,5;961,5;961,3;2020,2;30,6;22,5;30,9;28,7;23,1;22,1;69;61;62;320;3,8;1,1
15/03/2024;1300 UTC;0;961,3;961,5;961,2;2756;32,7;22,2;33;30,6;23,4;22,2;63;54;54;356;3,8;1,2
15/03/2024;1400 UTC;0;960,6;961,3;960,6;3272,4;33,9;21,2;34,5;32,6;23;20,5;56;46;48;347;4,4;1,9
15/03/2024;1500 UTC;0;959,9;960,6;959,8;3328,3;34,6;20,5;35;33,6;21,7;19,9;48;41;44;351;5,6;1,7
15/03/2024;1600 UTC;0;959,1;959,9;959,1;3638,5;35,4;19,3;36,3;34,1;20,9;18;45;37;39;336;5,5;1,7
15/03/2024;1700 UTC;0;958,1;959,1;958,1;3270,1;36,3;18,2;37;35,3;19,6;16,6;40;31;35;18;5,5;1,8
15/03/2024;1800 UTC;0;957,2;958,1;957,2;2706,6;36,5;17,3;37,3;35,8;18,4;16,4;35;30;32;13;5,3;1,1
15/03/2024;1900 UTC;0;956,3;957,2;956,3;1995,1;36;16,9;37;35,8;18,4;15,8;35;30;32;13;4,1;1,5
15/03/2024;2000 UTC;0;956,5;956,5;956;207,2;34,9;17,7;36,1;34,9;18,6;17;37;33;36;353;4,1;1
15/03/2024;2100 UTC;0;956,7;956,7;956,5;94,3;33,2;19,3;35;33,2;19,4;17,3;44;35;44;17;3,1;1
15/03/2024;2200 UTC;0;957,5;957,5;956,7;;30,8;20,4;33,2;30,8;20,4;19,1;54;44;54;348;5,4;1,5
15/03/2024;2300 UTC;0;958,2;958,2;957,5;;29,5;21,2;30,8;29,4;21,2;20,5;61;54;61;353;4,9;0,8
16/03/2024;0000 UTC;0;959;959;958,2;;28,4;21,3;29,5;28,2;21,6;21,1;67;61;65;22;2,2;0,1
16/03/2024;0100 UTC;0;959,1;959,2;958,9;;27,9;21,3;28,4;27,6;21,5;21,2;69;65;67;266;1,2;0
16/03/2024;0200 UTC;0;959;959,2;958,9;;27,6;21,3;28,3;27,6;21,3;20,9;68;65;68;360;1,2;0,1
16/03/2024;0300 UTC;0;958,4;959;958,4;;26,8;20,9;27,6;26,8;21,6;20,9;72;68;70;68;2;0,5
16/03/2024;0400 UTC;0;957,8;958,4;957,8;;25,9;21,1;26,8;25,8;21,1;20,7;75;70;75;62;2;0,3
16/03/2024;0500 UTC;0;957,3;957,8;957,3;;25,3;21;25,9;25,3;21,2;20,9;77;75;77;3;1,8;0,5
16/03/2024;0600 UTC;0;957;957,3;956,8;;25,2;21,2;25,3;24,7;21,5;21;81;77;78;220;1,7;0
16/03/2024;0700 UTC;0;957,3;957,3;956,9;;25,3;21;25,5;25,1;21,4;21;79;77;77;360;1,1;0
16/03/2024;0800 UTC;0;957,6;957,6;957,2;;24,6;21,1;25,3;24,5;21,2;20,7;81;77;81;358;1;0
16/03/2024;0900 UTC;0;958,2;958,2;957,6;;24,5;21,1;24,6;24,4;21,2;21;82;81;82;191;0,8;0
16/03/2024;1000 UTC;0;959;959;958,2;111,3;25,8;21,7;25,8;24,5;21,7;21,1;82;78;78;180;0,1;0
16/03/2024;1100 UTC;0;959,3;959,4;959;1089,5;29,1;21,3;29,2;25,8;22,5;21,3;78;63;63;313;2;0,6
16/03/2024;1200 UTC;0;959,8;959,8;959,3;1994,8;31,5;21,5;31,7;28,9;22,4;21;64;56;56;322;2,8;0,9
16/03/2024;1300 UTC;0;960;960,1;959,8;2705,5;32,9;21,8;32,9;30,5;22,6;21;60;51;52;345;3,8;1,2
16/03/2024;1400 UTC;0;959,6;960;959,6;3222,1;34,2;19,6;34,8;33;22;19,5;52;42;42;354;4,8;1,4
16/03/2024;1500 UTC;0;958,6;959,6;958,6;3596,9;35,5;19,9;36,1;34,2;21,3;19,1;44;39;40;336;5,7;1,7
16/03/2024;1600 UTC;0;957,5;958,6;957,5;3140,3;36,8;18,2;37;34,2;20,5;18,2;42;33;34;343;6,1;1,5
16/03/2024;1700 UTC;0;956,5;957,5;956,5;3077;37,2;17,9;37,2;35,2;19,4;17,2;38;32;32;3;5,7;1,5
16/03/2024;1800 UTC;0;955,4;956,5;955,4;2689,2;36,7;18;37,3;35,7;18,5;17;36;31;33;288;5,2;1,2
16/03/2024;1900 UTC;0;955;955,4;955;1829,8;36,3;17,4;37,3;35,7;18,3;17,2;35;31;33;6;4,6;1,3
16/03/2024;2000 UTC;0;955,3;955,3;954,9;240,8;35;18,5;36,3;34,9;18,8;17,2;38;33;38;1;3,9;1,2
16/03/2024;2100 UTC;0;956,1;956,1;955,3;68,8;32,2;20,1;35;32,2;20,1;18,3;49;38;49;14;3,1;1,1
16/03/2024;2200 UTC;0;957,7;957,7;956,1;;30,1;20;32,2;30,1;21,3;19,4;55;49;55;328;10,2;2
16/03/2024;2300 UTC;0;958,2;958,2;957,6;;29;18,7;30,1;28,6;20,6;18,5;62;52;54;308;10,2;0,9
17/03/2024;0000 UTC;0;958,9;958,9;958,2;;27,9;19,7;29;27,9;19,9;18,8;61;54;61;42;2,9;1
17/03/2024;0100 UTC;0;959,5;959,5;958,9;;28,2;20,1;28,3;27,8;20,1;19,8;62;60;62;26;2,8;0
17/03/2024;0200 UTC;0;960,2;960,3;959,5;;26,9;20,7;28,3;26,9;20,9;20;69;61;69;20;3,2;1,3
17/03/2024;0300 UTC;0;959,8;960,2;959,7;;26,5;21,5;26,9;26,5;21,5;20,7;74;69;74;347;3,2;0,5
17/03/2024;0400 UTC;0;959,2;959,8;959,1;;26,4;21,4;26,6;26,3;21,5;21,4;75;74;74;333;2;0,2
17/03/2024;0500 UTC;0;958,9;959,2;958,7;;25,8;21,6;26,4;25,7;21,6;21,3;78;74;78;53;2,8;0,2
17/03/2024;0600 UTC;0;958,8;958,9;958,7;;25,7;21,6;25,8;25,4;21,7;21,4;79;77;78;11;1,3;0
17/03/2024;0700 UTC;0;958,6;958,8;958,6;;24,8;21,5;25,8;24,8;21,6;21,4;82;78;82;352;2,3;1
17/03/2024;0800 UTC;0;958,5;958,7;958,3;;24,4;21,4;24,9;24,4;21,6;21,3;83;82;83;5;2,4;0,5
17/03/2024;0900 UTC;0;959,4;959,4;958,5;;24,5;21,4;24,7;24,4;21,5;21,3;83;82;83;335;1,7;0
17/03/2024;1000 UTC;0;959,9;960;959,4;137,8;25,6;21,9;25,6;24,5;21,9;21,4;83;80;80;24;1,3;0,3
17/03/2024;1100 UTC;0;960,5;960,5;959,9;487,2;26,7;21,9;26,7;25,6;22,1;21,6;80;75;75;353;2,5;0,9
17/03/2024;1200 UTC;0;961,1;961,1;960,5;1384;28,2;21,6;29,3;26,6;23,2;21,5;75;66;68;337;3,8;1,3
17/03/2024;1300 UTC;0;961,3;961,4;961,1;971,1;28,8;21,5;29,2;28,1;22,2;21;69;63;65;340;3,6;1
17/03/2024;1400 UTC;0;961,2;961,3;961,2;1334,6;30,2;21,7;30,2;28,8;22,2;20,9;65;60;60;351;3,6;1,3
17/03/2024;1500 UTC;0;960,5;961,2;960,5;2316,8;32,2;21,5;32,5;29,9;22,2;20,8;60;51;53;329;4,3;1,4
17/03/2024;1600 UTC;0;959;960,5;959;2579,3;34,1;20,9;34,2;31,8;22,5;20,7;55;46;46;343;4,2;1,6
17/03/2024;1700 UTC;0;958,4;959;958,3;3098,4;35,9;19,2;35,9;33,3;21,7;17,4;49;35;38;335;7,8;1,8
17/03/2024;1800 UTC;0;957,8;958,4;957,8;2728,1;34,4;19,5;36;34,4;20,1;17,4;42;34;42;326;7,5;2
17/03/2024;1900 UTC;0;957,9;958;957,4;1856,6;34,4;20,2;35;33,4;20,3;18,9;44;40;43;317;6,1;1,4
17/03/2024;2000 UTC;0;959,3;959,4;957,9;380,4;27,5;20,8;34,6;27,5;20,9;18,5;67;41;67;198;12,1;6,3
17/03/2024;2100 UTC;0;960,2;960,2;959,3;76,7;26,5;21;27,7;26,1;21,3;20,9;74;67;72;209;10,9;2,9
17/03/2024;2200 UTC;0;961,2;961,2;960,1;;24,6;21,5;26,7;24,6;21,5;19,9;83;67;83;205;7,7;3,2
17/03/2024;2300 UTC;0;962,2;962,4;961;;23,3;21,2;24,6;23,3;21,7;20,8;88;83;88;334;8,3;0,9
18/03/2024;0000 UTC;0;961;962,1;960,9;;23,3;21,4;23,4;22,8;21,4;20,7;89;88;89;283;3,7;0,3
18/03/2024;0100 UTC;0;960,8;961,4;960,8;;23,7;21,8;23,7;23,1;21,9;21,3;90;89;89;149;2,4;0,9
18/03/2024;0200 UTC;0;960,4;960,8;959,9;;23,7;21,4;23,9;23,6;21,8;21,1;89;85;87;310;3,9;0,3
18/03/2024;0300 UTC;0;959,4;960,4;959,4;;23,1;21,1;23,8;23,1;21,6;21,1;89;87;89;338;4,1;0,5
18/03/2024;0400 UTC;0;958,9;959,5;958,8;;23,2;21,3;23,2;23;21,3;21;89;89;89;49;2,1;0,3
18/03/2024;0500 UTC;0;959,2;959,2;958,9;;22,9;21;23,2;22,9;21,2;21;89;89;89;132;2,5;0,6
18/03/2024;0600 UTC;0;959,1;959,3;959,1;;23,1;21;23,2;22,9;21,1;21;89;88;88;110;2,8;0,1
18/03/2024;0700 UTC;0;959,4;959,4;959,1;;22,8;21;23,2;22,8;21,2;21;89;88;89;24;3,3;0,2
18/03/2024;0800 UTC;0;960,1;960,1;959,4;;22,7;21;22,9;22,7;21,1;21;90;89;90;351;1,9;0
18/03/2024;0900 UTC;0;960,5;960,5;960,1;;22,9;21,3;22,9;22,7;21,3;21;91;90;91;112;0;0
18/03/2024;1000 UTC;0;961,1;961,1;960,5;119,9;24;22,3;24;22,9;22,3;21,3;91;90;90;106;0,7;0
18/03/2024;1100 UTC;0;962,2;962,2;961,1;1049,8;26,9;22,6;26,9;24;22,8;21,9;90;77;77;14;1,4;0
18/03/2024;1200 UTC;0;962,6;962,6;962,2;2004,2;28,1;21,7;28,5;26,7;22,6;21,5;77;67;69;70;2,1;0,2
18/03/2024;1300 UTC;0;962,5;962,7;962,4;2651,2;29,7;21,6;30,1;28,1;22,6;21,2;69;59;62;341;3,1;0,9
18/03/2024;1400 UTC;0;962;962,5;962;3337,7;31,4;19,9;32;29,8;22,7;19,7;62;50;51;12;4;0,8
18/03/2024;1500 UTC;0;961,2;962;961,2;3404,7;32,3;21,4;32,5;31;21,9;19,8;56;50;53;348;4,3;0,8
18/03/2024;1600 UTC;0;960,1;961,2;960,1;2666;32,5;20,4;33,1;31,4;22,2;20,2;55;49;49;292;4,7;1
18/03/2024;1700 UTC;0;958,9;960,1;958,9;2252;32,2;21;33,6;32;21,6;19,8;52;46;52;227;5,8;2
18/03/2024;1800 UTC;0;957,8;958,9;957,8;1736;33,4;20,4;34;32;21,7;19,9;53;45;47;216;7,4;2
18/03/2024;1900 UTC;0;957,4;957,8;957,4;1881,9;33,3;19,8;33,8;33,1;20,8;19,5;47;44;45;250;6,1;1,1
18/03/2024;2000 UTC;0;957,8;957,9;957,5;566,2;32,7;20,4;33,4;32,6;20,4;18,5;48;42;48;277;4,3;0,4
18/03/2024;2100 UTC;0;958,4;958,4;957,8;167,5;31,8;20,8;32,7;31,7;20,8;19,8;52;47;52;199;3,1;0,7
18/03/2024;2200 UTC;0;959,2;959,2;958,4;;29;22,8;31,8;29;22,8;20,8;69;52;69;3;3,1;1,1
18/03/2024;2300 UTC;0;960,2;960,2;959,2;;28,2;21,8;29;28,2;23,1;21,8;72;67;68;323;4,4;0,2
19/03/2024;0000 UTC;0;960,4;960,4;960,2;;27,4;22,1;28,2;27,4;22,1;21,5;73;68;73;346;1,8;0,2
19/03/2024;0100 UTC;0;960,3;960,5;960,3;;27,7;20,7;27,9;27,2;22,1;20,3;73;63;66;207;2,9;1,4
